stock_code,description,units_sold,sales_value,units_cancelled,cancelled_value,cancelled_orders,cancellation_rate
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1707,2601.15,13,18.849999999999998,3,0.007558139534883721
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1429,2234.85,25,36.25,7,0.0171939477303989
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,0,0,0,0
23198,PANTRY MAGNETIC  SHOPPING LIST,3337,5055.3499999999995,64,92.8,14,0.018817994707438987
23199,JUMBO BAG APPLES,14286,29336.73,723,1309.25,21,0.04817109734159504
23200,JUMBO BAG PEARS,6947,13974.16,134,243.63000000000002,6,0.018923880807795508
23201,JUMBO BAG ALPHABET,12924,27050.37,594,1076.02,14,0.043941411451398134
23202,JUMBO BAG VINTAGE LEAF,10701,21372.13,242,442.46000000000004,6,0.02211459380425843
23203,JUMBO BAG DOILEY PATTERNS,8882,17245.81,22,45.760000000000005,4,0.0024707996406109615
23203,JUMBO BAG VINTAGE DOILEY,144,272.57,0,0,0,0
23203,JUMBO BAG VINTAGE DOILY,11118,23895.48,568,1030.64,13,0.048605168577785386
23204,CHARLOTTE BAG APPLES DESIGN,7871,7665.69,186,138.34,8,0.02308551570063299
23205,CHARLOTTE BAG ALPHABET  DESIGN,400,320.5,0,0,0,0
23205,CHARLOTTE BAG VINTAGE ALPHABET,5357,5333.88,191,140.25,8,0.03442682047584715
23206,LUNCH BAG APPLE DESIGN,12100,20775.03,59,97.15,13,0.004852372728020396
23207,LUNCH BAG ALPHABET DESIGN,7797,13271.1,448,659.6,13,0.05433596118859915
23208,LUNCH BAG VINTAGE LEAF DESIGN,6298,10425.41,73,109.85,4,0.011458169832051484
23209,LUNCH BAG DOILEY PATTERN,6550,10500.539999999999,4,6.6,4,6.103143118706134e-4
23209,LUNCH BAG VINTAGE DOILEY,71,119.63,0,0,0,0
23209,LUNCH BAG VINTAGE DOILY,6528,10764,36,59.2,7,0.005484460694698354
23210,WHITE ROCKING HORSE HAND PAINTED,2661,3346.77,200,219.76,4,0.06990562740300595
23211,RED ROCKING HORSE HAND PAINTED,2305,2900.57,24,30,1,0.010304851867754402
23212,HEART WREATH DECORATION WITH BELL,2224,2770.89,60,75,3,0.02626970227670753
23212,PAINTED HEART WREATH WITH BELL,12,15,0,0,0,0
23213,STAR WREATH DECORATION WITH BELL,1670,2123.42,12,15,1,0.007134363852556481
23214,BELL HEART ANTIQUE GOLD,12,24.96,0,0,0,0
23214,JINGLE BELL HEART ANTIQUE GOLD,777,1670.0800000000002,0,0,0,0
23215,JINGLE BELL HEART ANTIQUE SILVER,3564,7038.4000000000005,120,214.8,1,0.03257328990228013
23216,LAUREL HEART ANTIQUE GOLD,525,630.73,0,0,0,0
23217,LAUREL HEART ANTIQUE SILVER,1309,1613.82,0,0,0,0
23218,LAUREL STAR ANTIQUE GOLD,379,483.03,0,0,0,0
23219,LAUREL STAR ANTIQUE SILVER,430,568.6,0,0,0,0
23220,REINDEER HEART DECORATION GOLD,981,859.1899999999999,12,9.959999999999999,1,0.012084592145015106
23221,REINDEER HEART DECORATION SILVER,1488,1323.1999999999998,58,48.13999999999999,3,0.037516170763260026
23222,CHRISTMAS TREE HANGING GOLD,775,698.6099999999999,24,19.919999999999998,2,0.030037546933667083
23223,CHRISTMAS TREE HANGING SILVER,789,740.2299999999999,12,9.959999999999999,1,0.0149812734082397
23224,CHERUB HEART DECORATION GOLD,726,639.06,14,11.62,2,0.01891891891891892
23225,CHERUB HEART DECORATION SILVER,1271,1106.4499999999998,84,69.72,4,0.06199261992619926
23226,FILIGREE HEART DAISY WHITE,1199,1536.67,48,60,1,0.038492381716118684
23227,FILIGREE HEART BUTTERFLY WHITE,1642,2070.06,6,7.5,2,0.0036407766990291263
23228,FILIGREE HEART BIRD WHITE,1348,1810.24,144,149.76,1,0.09651474530831099
23229,DONKEY TAIL GAME,54,189.54000000000002,0,0,0,0
23229,VINTAGE DONKEY TAIL GAME,1808,6523.92,11,40.89,5,0.006047278724573941
23230,WRAP ALPHABET DESIGN,7901,3186.42,75,31.5,3,0.00940320962888666
23231,WRAP  VINTAGE DOILEY,100,42,0,0,0,0
23231,WRAP  VINTAGE DOILY,2474,1039.08,0,0,0,0
23231,WRAP DOILEY DESIGN,4703,1927.26,0,0,0,0
23232,WRAP VINTAGE LEAF DESIGN,5225,2098.5,26,10.92,2,0.004951437821367358
23232,WRAP VINTAGE PETALS  DESIGN,3250,1317,25,10.5,1,0.007633587786259542
23233,WRAP POPPIES  DESIGN,5150,2095,25,10.5,1,0.004830917874396135
23234,BISCUIT TIN VINTAGE CHRISTMAS,1710,5045.1,16,46.24,5,0.009269988412514484
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,0,0,0,0
23235,STORAGE TIN VINTAGE LEAF,711,1883.21,14,40.46,7,0.019310344827586208
23236,DOILEY BISCUIT TIN,120,327.6,0,0,0,0
23236,DOILEY STORAGE TIN,1087,2984.23,5,14.450000000000001,5,0.004578754578754579
23236,STORAGE TIN VINTAGE DOILEY,7,23.13,0,0,0,0
23236,STORAGE TIN VINTAGE DOILY,1272,3704.78,28,80.92,12,0.021538461538461538
23237,SET OF 4 KNICK KNACK TINS LEAF,744,3008.1600000000003,14,56.900000000000006,8,0.018469656992084433
23237,SET OF 4 KNICK KNACK TINS LEAVES,302,1237.18,3,12.450000000000001,2,0.009836065573770493
23238,SET OF 4 KNICK KNACK TINS LONDON,1843,7746.71,16,65.60000000000001,8,0.008606777837547068
23239,SET OF 4 KNICK KNACK TINS POPPIES,824,3279.1400000000003,28,115.80000000000001,9,0.03286384976525822
23240,SET OF 4 KNICK KNACK TINS  DOILEY,6,24.900000000000002,0,0,0,0
23240,SET OF 4 KNICK KNACK TINS DOILEY,1806,7194.84,23,95.05000000000001,7,0.012575177692728267
23240,SET OF 4 KNICK KNACK TINS DOILY,2352,9726.480000000001,27,111.65,10,0.011349306431273645
23241,TREASURE TIN GYMKHANA DESIGN,2164,4667.47,7,14.56,5,0.0032243205895900505
23242,TREASURE TIN BUFFALO BILL,1469,3022.55,27,56.160000000000004,3,0.01804812834224599
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4767,23345.27,117,545.5500000000001,35,0.023955773955773956
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4,0,0,0,0
23244,ROUND STORAGE TIN VINTAGE LEAF,863,1591.6299999999999,9,16.95,5,0.010321100917431193
23244,STORAGE TIN VINTAGE LEAF,60,117,0,0,0,0
23245,SET OF 3 REGENCY CAKE TINS,6319,31002.65,90,421.5,37,0.014042752379466375
23247,BISCUIT TIN 50'S CHRISTMAS,2156,6585.83,46,118.54000000000002,5,0.02089009990917348
23249,ENAMEL DINNER PLATE PANTRY,12,19.799999999999997,0,0,0,0
23249,VINTAGE RED ENAMEL TRIM PLATE,800,1356.8,55,87.71,7,0.06432748538011696
23250,ENAMEL BOWL PANTRY,12,15,0,0,0,0
23250,VINTAGE RED TRIM ENAMEL BOWL,1125,1463.53,121,141.8,8,0.0971107544141252
23251,ENAMEL MUG PANTRY,12,15,0,0,0,0
23251,VINTAGE RED ENAMEL TRIM MUG,1664,2045.75,58,72.5,5,0.03368176538908246
23252,ENAMEL JUG PANTRY,4,15,0,0,0,0
23252,VINTAGE RED ENAMEL TRIM JUG,571,2141.61,33,123.75,7,0.054635761589403975
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,0,0,0,0
23253,16 PIECE CUTLERY SET PANTRY DESIGN,254,3785.06,2,31.9,2,0.0078125
23254,CHILDRENS CUTLERY DOLLY GIRL,1650,6683.160000000001,20,83,8,0.011976047904191617
23254,KIDS CUTLERY DOLLY GIRL,36,149.4,0,0,0,0
23255,CHILDRENS CUTLERY CIRCUS PARADE,1005,4059.8700000000003,9,37.35,3,0.008875739644970414
23256,CHILDRENS CUTLERY SPACEBOY,2060,8447.12,88,338,8,0.040968342644320296
23256,KIDS CUTLERY SPACEBOY,36,149.4,0,0,0,0
23263,SET OF 3 WOODEN HEART DECORATIONS,3839,5117.19,47,58.75,5,0.012094698919197119
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1962,2689.56,1,1.25,1,5.094243504839531e-4
23265,SET OF 3 WOODEN TREE DECORATIONS,1755,2387.29,15,18.75,2,0.00847457627118644
23266,SET OF 3 WOODEN STOCKING DECORATION,2041,2728.82,12,15,1,0.0058451047247929854
23267,SET OF 4 SANTA PLACE SETTINGS,1154,1471.95,48,60,1,0.03993344425956739
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1435,2000.74,12,17.4,1,0.0082930200414651
23269,SET OF 2 CERAMIC CHRISTMAS TREES,779,1152.98,0,0,0,0
23270,SET OF 2 CERAMIC PAINTED HEARTS,1174,1646.32,6,8.7,1,0.005084745762711864
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,0,0,0,0
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1715,1483.61,0,0,0,0
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,364,562.2199999999999,0,0,0,0
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,969,1649.0499999999997,4,6.6,4,0.0041109969167523125
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1180,2004.9999999999998,3,4.949999999999999,3,0.00253592561284869
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3648,4431.72,77,95.41,4,0.020671140939597314
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1867,1495.24,2,1.66,1,0.001070090957731407
23280,FOLDING MIRROR HOT PINK,156,118.92,0,0,0,0
23281,FOLDING BUTTERFLY MIRROR RED,1262,985.88,0,0,0,0
23281,FOLDING MIRROR RED,18,14.939999999999998,0,0,0,0
23282,FOLDING BUTTERFLY MIRROR IVORY,794,742.92,0,0,0,0
23282,FOLDING MIRROR IVORY,18,14.939999999999998,0,0,0,0
23283,DOORMAT VINTAGE LEAF,558,4072.7,7,57.45,2,0.012389380530973451
23283,DOORMAT VINTAGE LEAVES DESIGN,430,2881.18,0,0,0,0
23284,DOORMAT KEEP CALM AND COME IN,5269,36580.84,225,1601.25,7,0.04095376774663269
23285,PINK VINTAGE SPOT BEAKER,4807,4572.41,2,1.7,1,4.158868787689748e-4
23286,BLUE VINTAGE SPOT BEAKER,5040,4740.820000000001,49,41.65,3,0.009628610729023384
23287,RED VINTAGE SPOT BEAKER,1871,1596.59,51,43.349999999999994,2,0.026534859521331947
23288,GREEN VINTAGE SPOT BEAKER,4609,4430.63,18,15.17,4,0.0038902096390749947
23289,DOLLY GIRL CHILDRENS BOWL,1614,2003.7,12,15,4,0.007380073800738007
23290,SPACEBOY CHILDRENS BOWL,2422,2880.35,10,12.5,2,0.004111842105263158
23291,DOLLY GIRL CHILDRENS CUP,1625,2047.78,10,12.5,3,0.0061162079510703364
23292,SPACE BOY CHILDRENS CUP,131,145.76000000000002,0,0,0,0
23292,SPACEBOY CHILDRENS CUP,2033,2536.32,21,26.25,6,0.010223953261927946
23293,SET OF 12 FAIRY CAKE BAKING CASES,8453,6974.5999999999995,32,26.56,5,0.0037713612256923983
23294,SET OF 6 SNACK LOAF BAKING CASES,4382,3599.5099999999998,13,10.79,4,0.0029579067121729237
23295,SET OF 12 MINI LOAF BAKING CASES,6132,5071.79,13,10.79,5,0.002115541090317331
23296,SET OF 6 TEA TIME BAKING CASES,4969,5973.05,27,33.75,6,0.005404323458767014
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4281,6755.929999999999,26,42.9,4,0.006036684467146506
23298,"BUNTING , SPOTTY",143,619.85,0,0,0,0
23298,SPOTTY BUNTING,8320,42513.48,110,482.81000000000006,12,0.013048635824436536
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,0,0,0,0
23299,FOOD COVER WITH BEADS SET 2,1001,3731.63,8,30,2,0.007928642220019821
23300,GARDENERS KNEELING PAD CUP OF TEA,6665,11567.59,152,231.6,7,0.02229719818101804
23301,GARDENERS KNEELING PAD KEEP CALM,8703,16174.949999999999,114,168.89999999999998,11,0.012929567880231372
23302,KNEELING MAT HOUSEWORK  DESIGN,1511,2140.17,36,54.239999999999995,5,0.023270846800258566
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,0,0,0,0
23304,SET 4 PICNIC CUTLERY CHERRY,71,138.45,0,0,0,0
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,0,0,0,0
23306,SET OF 36 DOILIES PANTRY DESIGN,2740,3982.1499999999996,7,10.149999999999999,2,0.0025482344375682563
23306,SET OF 36 PANTRY PAPER DOILIES,67,139.78,0,0,0,0
23307,SET OF 60 PANTRY DESIGN CAKE CASES,12024,6358.14,88,48.400000000000006,5,0.00726552179656539
23308,SET OF 60 VINTAGE LEAF CAKE CASES,6139,3272.61,0,0,0,0
23309,SET OF 60 I LOVE LONDON CAKE CASES,8227,4469.45,64,35.2,4,0.007719213605113979
23310,BUBBLEGUM RING ASSORTED,12050,4997.28,0,0,0,0
23311,VINTAGE CHRISTMAS STOCKING,2378,6457.5999999999995,15,38.25,4,0.0062682824905975765
23312,VINTAGE CHRISTMAS GIFT SACK,1422,5960,1,4.15,1,7.027406886858749e-4
23313,VINTAGE CHRISTMAS BUNTING,2977,15734.31,13,64.35,2,0.004347826086956522
23314,VINTAGE CHRISTMAS TABLECLOTH,403,4962.96,5,62.5,2,0.012254901960784314
23315,IVORY REFECTORY CLOCK,201,1996.44,12,97.80000000000001,1,0.056338028169014086
23316,RED REFECTORY CLOCK,250,2501.64,1,9.95,1,0.00398406374501992
23317,BLUE REFECTORY CLOCK,173,1777.46,0,0,0,0
23318,BOX OF 6 MINI VINTAGE CRACKERS,3669,8853.17,168,368.71000000000004,7,0.0437842064112588
23319,BOX OF 6 MINI 50'S CRACKERS,3624,9019.85,116,244.97,6,0.031016042780748664
23320,GIANT 50'S CHRISTMAS CRACKER,2649,7018.89,13,37.57,2,0.004883546205860256
23321,SMALL WHITE HEART OF WICKER,4699,8410.49,39,64.35,4,0.00823132123258759
23322,LARGE WHITE HEART OF WICKER,3029,8776.210000000001,63,169.85,10,0.0203751617076326
23323,WHITE WICKER STAR,1469,3146.78,3,6.300000000000001,3,0.0020380434782608695
23324,RUSTIC STRAWBERRY JAM POT LARGE,267,552.52,35,67.51,2,0.11589403973509933
23324,RUSTIC STRAWBERRY JAMPOT LARGE,120,238.56,0,0,0,0
23325,RUSTIC STRAWBERRY JAM POT SMALL,426,681.54,18,29.699999999999996,3,0.04054054054054054
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.39999999999999,0,0,0,0
23326,HANGING MINI COLOURED BOTTLES,3442,2237.08,0,0,0,0
23327,HANGING CLEAR MINI BOTTLE,1734,1051.14,8,4.720000000000001,2,0.004592422502870264
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2837,13254.49,8,29.64,5,0.00281195079086116
23329,DECORATIVE WICKER HEART LARGE,1767,3038.1899999999996,3,4.949999999999999,1,0.001694915254237288
23330,DECORATIVE WICKER HEART MEDIUM,1794,2286.97,6,7.5,1,0.0033333333333333335
23331,DECORATIVE WICKER HEART SMALL,1596,1062.28,0,0,0,0
23332,IVORY WICKER HEART LARGE,2059,3542.7099999999996,2,3.3,1,9.704027171276079e-4
23333,IVORY WICKER HEART MEDIUM,2077,2680.45,12,15,1,0.0057443752991862135
23334,IVORY WICKER HEART SMALL,2271,1491.75,0,0,0,0
23335,EGG FRYING PAN IVORY,365,765.82,12,24.96,2,0.03183023872679045
23336,EGG FRYING PAN PINK,225,519.25,0,0,0,0
23337,EGG FRYING PAN MINT,180,388.75,0,0,0,0
23338,EGG FRYING PAN RED,425,902.9200000000001,6,12.48,1,0.013921113689095127
23339,EGG FRYING PAN BLUE,173,400.84000000000003,0,0,0,0
23340,VINTAGE CHRISTMAS CAKE FRILL,2500,4034.08,0,0,0,0
23341,PINK DINER WALL CLOCK,307,2741.35,0,0,0,0
23342,MINT DINER CLOCK,2,17,0,0,0,0
23342,MINT DINER WALL CLOCK,371,3159.41,1,8.5,1,0.002688172043010753
23343,JUMBO BAG VINTAGE CHRISTMAS,5818,13489.91,271,505.68,7,0.04450648710789949
23344,JUMBO BAG 50'S CHRISTMAS,10025,23289.27,262,486.96000000000004,7,0.02546903859239817
23345,DOLLY GIRL BEAKER,2451,2886.25,7,8.75,2,0.0028478437754271765
23346,SPACEBOY BEAKER,2628,3112.34,6,7.5,1,0.002277904328018223
23347,I LOVE LONDON BEAKER,832,1042.3,34,42.5,3,0.03926096997690531
23348,CHILDRENS TOY COOKING UTENSIL SET,734,1608.85,23,47.260000000000005,8,0.03038309114927345
23349,ROLL WRAP VINTAGE CHRISTMAS,3197,4312.6,24,30,2,0.007451102142191866
23350,ROLL WRAP VINTAGE SPOT,2688,3415.08,24,30,2,0.008849557522123894
23351,ROLL WRAP 50'S CHRISTMAS,3439,4770.7699999999995,96,104.88,3,0.027157001414427156
23352,ROLL WRAP 50'S RED CHRISTMAS,1788,2444.2,12,15,1,0.006666666666666667
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3983,3490.1299999999997,24,19.919999999999998,2,0.005989518342899925
23354,6 GIFT TAGS 50'S CHRISTMAS,3680,3379.6,60,49.8,3,0.016042780748663103
23355,HOT WATER BOTTLE KEEP CALM,5732,28360.600000000002,96,417.6,8,0.016472203157172273
23356,LOVE HOT WATER BOTTLE,2354,13304.570000000002,9,53.55,2,0.003808717731696995
23357,HOT WATER BOTTLE SEX BOMB,450,1982.0500000000002,0,0,0,0
23358,HOT STUFF HOT WATER BOTTLE,558,1889.94,38,125.94,2,0.06375838926174497
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.94999999999999,0,0,0,0
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,929,1747.51,0,0,0,0
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.29999999999998,0,0,0,0
23360,SET 8 CANDLES VINTAGE DOILY,1060,2070.1,0,0,0,0
23365,SET 12 COLOUR PENCILS LOVE LONDON,1857,1463.0800000000002,0,0,0,0
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,0,0,0,0
23366,SET 12 COLOURING PENCILS DOILEY,1,0.65,0,0,0,0
23366,SET 12 COLOURING PENCILS DOILY,2200,1636.1000000000001,0,0,0,0
23367,SET 12 COLOUR PENCILS SPACEBOY,3262,2480.8,16,10.4,1,0.004881025015253203
23368,SET 12 COLOUR PENCILS DOLLY GIRL,2379,1679.5500000000002,6,3.9000000000000004,2,0.0025157232704402514
23369,SET 36 COLOUR PENCILS LOVE LONDON,1105,1581.06,0,0,0,0
23370,SET 36 COLOUR PENCILS DOILEY,64,80,0,0,0,0
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25,0,0,0,0
23370,SET 36 COLOURING PENCILS DOILY,1485,2070.35,1,1.25,1,6.729475100942127e-4
23371,SET 36 COLOUR PENCILS SPACEBOY,1705,2304.78,0,0,0,0
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1373,1730.29,16,20,1,0.011519078473722102
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608,1313.3899999999999,0,0,0,0
23374,RED SPOT PAPER GIFT BAG,2446,1954.6299999999999,16,13.12,3,0.006498781478472786
23375,50'S CHRISTMAS PAPER GIFT BAG,1342,1100.6899999999998,1,0.82,1,7.446016381236039e-4
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3015,1375.55,24,9.36,1,0.007897334649555774
23377,PACK OF 12 DOLLY GIRL TISSUES,1351,592.4499999999999,8,3.12,1,0.005886681383370125
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3997,1840.08,0,0,0,0
23379,PACK OF 12 RED APPLE TISSUES,1220,465.36,0,0,0,0
23380,PACK OF 12 DOILEY TISSUES,72,28.08,0,0,0,0
23380,PACK OF 12 VINTAGE DOILY TISSUES,2248,946.06,36,14.04,2,0.01576182136602452
23381,PACK OF 12 VINTAGE LEAF TISSUES,1496,562.88,0,0,0,0
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1863,7311.18,17,63.75,3,0.009042553191489361
23388,WOODLAND MINI BACKPACK,816,3411.34,0,0,0,0
23388,WOODLAND MINI RUCKSACK,5,20.75,0,0,0,0
23389,SPACEBOY MINI BACKPACK,1102,4697.54,2,8.3,1,0.0018115942028985507
23389,SPACEBOY MINI RUCKSACK,13,53.95,0,0,0,0
23390,DOLLY GIRL MINI BACKPACK,739,2992.3900000000003,1,4.15,1,0.0013513513513513514
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,0,0,0,0
23391,I LOVE LONDON MINI BACKPACK,388,1624.02,0,0,0,0
23391,I LOVE LONDON MINI RUCKSACK,1,4.15,0,0,0,0
23392,SPACEBOY ROCKET LOLLY MAKERS,638,1425.1100000000001,24,49.92,1,0.03625377643504532
23393,HOME SWEET HOME CUSHION COVER,785,3147.91,21,78.75,6,0.026054590570719603
23394,POSTE FRANCE CUSHION COVER,435,1877.6499999999999,0,0,0,0
23395,BELLE JARDINIERE CUSHION COVER,747,3253.33,7,26.25,5,0.009283819628647215
23396,BUTTERFLY CUSHION COVER,8,30,0,0,0,0
23396,LA JARDIN BOTANIQUE CUSHION COVER,87,375.53,0,0,0,0
23396,LE JARDIN BOTANIQUE CUSHION COVER,555,2330,4,15,1,0.007155635062611807
23397,FOOT STOOL HOME SWEET HOME,487,5077.75,6,59.699999999999996,5,0.012170385395537525
23398,HANGING HEART BONHEUR,606,535.35,1,0.85,1,0.0016474464579901153
23399,HOME SWEET HOME HANGING HEART,1914,1745.55,0,0,0,0
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,459,2396.84,2,12.5,1,0.004338394793926247
23401,RUSTIC MIRROR WITH LACE HEART,459,2354.8700000000003,3,18.75,3,0.006493506493506494
23402,HOME SWEEET HOME 3 PEG HANGER,25,93.75,0,0,0,0
23402,HOME SWEET HOME 3 PEG HANGER,271,1053.53,0,0,0,0
23403,LETTER HOLDER HOME SWEET HOME,625,2204.11,3,11.25,3,0.004777070063694267
23404,HOME SWEET HOME BLACKBOARD,1005,4532.06,29,143.55,14,0.02804642166344294
23405,HOME SWEET HOME 2 DRAWER CABINET,252,1311.48,1,4.95,1,0.003952569169960474
23406,HOME SWEET HOME KEY HOLDER,455,2416.4100000000003,3,18.75,2,0.006550218340611353
23407,SET OF 2 TRAYS HOME SWEET HOME,260,2659.68,6,59.699999999999996,4,0.022556390977443608
23408,PHOTO FRAME LINEN AND LACE SMALL,298,619.84,14,29.12,3,0.04487179487179487
23409,PHOTO FRAME LINEN AND LACE LARGE,209,779.18,7,26.25,2,0.032407407407407406
23410,CURIO CABINET LINEN AND LACE,36,290.1,1,8.15,1,0.02702702702702703
23411,TRELLIS COAT RACK,226,1113.66,1,4.95,1,0.004405286343612335
23412,HEART MIRROR ANTIQUE WHITE,356,2339.8,2,15,1,0.00558659217877095
23413,DECORATIVE VINTAGE COFFEE  BOX,52,277,0,0,0,0
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12,71.08,0,0,0,0
23413,VINTAGE COFFEE GRINDER BOX,109,561.23,12,49.800000000000004,1,0.09917355371900827
23414,ZINC BOX SIGN HOME,137,1338.9499999999998,4,39.8,1,0.028368794326241134
23415,HOME SWEET HOME HOOK,328,412.17999999999995,5,8.25,1,0.015015015015015015
23416,CHAMBRE HOOK,132,184.67999999999998,0,0,0,0
23417,BATHROOM HOOK,146,157.5,0,0,0,0
23418,LAVENDER TOILETTE BOTTLE,557,1166,0,0,0,0
23419,HOME SWEET HOME BOTTLE,472,1041.64,1,2.08,1,0.0021141649048625794
23420,PANTRY HOOK TEA STRAINER,164,351.37,0,0,0,0
23421,PANTRY HOOK SPATULA,160,349.2,0,0,0,0
23422,PANTRY HOOK BALLOON WHISK,213,477.89,0,0,0,0
23423,PANTRY 3 HOOK ROLLING PIN HANGER,219,876.9,5,18.75,3,0.022321428571428572
23424,GINGHAM RECIPE BOOK BOX,462,2509.62,1,4.95,1,0.0021598272138228943
23425,STORAGE TIN HOME SWEET HOME,275,621.44,7,17.43,3,0.024822695035460994
23426,METAL SIGN DROP YOUR PANTS,1269,3427.09,6,17.34,1,0.004705882352941176
23427,STOOL HOME SWEET HOME,236,2848.08,2,22.9,2,0.008403361344537815
23428,IVORY RETRO KITCHEN WALL CLOCK,75,659.61,2,16.3,1,0.025974025974025976
23429,RED RETRO KITCHEN WALL CLOCK,47,400.01,0,0,0,0
23430,BLUE RETRO KITCHEN WALL CLOCK,36,301.88,0,0,0,0
23431,NATURAL HANGING QUILTED HEARTS,1437,1161.27,16,13.28,3,0.011011699931176875
23432,PRETTY HANGING QUILTED HEARTS,1276,1088.36,0,0,0,0
23433,HANGING QUILTED PATCHWORK APPLES,1222,1078.6999999999998,47,39.01,3,0.037037037037037035
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,2085,1876.27,10,7.9,1,0.00477326968973747
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,824,732.42,0,0,0,0
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185,0,0,0,0
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1819,2167.39,15,18.75,2,0.008178844056706653
23437,50'S CHRISTMAS GIFT BAG LARGE,1915,2343.63,2,2.5,1,0.0010432968179447052
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30,0,0,0,0
23438,GIFT BAG LARGE SPOT,96,120,0,0,0,0
23438,RED SPOT GIFT BAG LARGE,1713,2089.92,0,0,0,0
23439,HAND WARMER RED LOVE HEART,3986,8855.51,0,0,0,0
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36,0,0,0,0
23441,HAND PAINTED HANGING EASTER EGG,22,9.24,0,0,0,0
23442,12 HANGING EGGS HAND PAINTED,40,83.2,0,0,0,0
23444,Next Day Carriage,78,1185,1,15,1,0.012658227848101266
23445,ICE CREAM BUBBLES,2648,2144.64,20,16.599999999999998,1,0.0074962518740629685
23446,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997,0,0,0,0
23447,PINK BUNNY EASTER EGG BASKET,158,231.89999999999998,0,0,0,0
23448,CREAM BUNNY EASTER EGG BASKET,25,41.24999999999999,0,0,0,0
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15,0,0,0,0
23451,SQUARE MINI PORTRAIT FRAME,277,556.17,0,0,0,0
23452,HEART MINI PORTRAIT FRAME,518,1021.76,1,1.95,1,0.0019267822736030828
23453,OVAL  MINI PORTRAIT FRAME,316,615.98,0,0,0,0
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,0,0,0,0
23454,THREE MINI HANGING FRAMES,142,610,2,8.3,1,0.013888888888888888
23455,SMALL PARLOUR FRAME,42,106.98000000000002,0,0,0,0
23455,SMALL PARLOUR PICTURE FRAME,165,462.45,0,0,0,0
23456,MEDIUM PARLOUR FRAME,22,84.1,0,0,0,0
23456,MEDIUM PARLOUR PICTURE FRAME,136,550,2,8.3,1,0.014492753623188406
23457,LARGE PARLOUR FRAME,27,122.85,0,0,0,0
23457,LARGE PARLOUR PICTURE FRAME,85,427.03000000000003,0,0,0,0
23458,DOLLY CABINET 3 DRAWERS,49,732.55,5,74.75,4,0.09259259259259259
23459,DOLLY CABINET 2 DRAWERS,31,387.5,3,37.5,2,0.08823529411764706
23460,SWEETHEART WALL TIDY,106,987.18,5,49.75,4,0.04504504504504504
23461,SWEETHEART BIRD HOUSE,843,3024.61,4,16.6,1,0.004722550177095631
23462,ROCOCO WALL MIROR,2,39.9,0,0,0,0
23462,ROCOCO WALL MIRROR WHITE,67,1347.69,18,350.09999999999997,12,0.21176470588235294
23463,VINTAGE ZINC WATERING CAN,13,139.39999999999998,0,0,0,0
