stock_code,description,units_cancelled,cancelled_value,cancelled_orders
22230,JIGSAW TREE WITH WATERING CAN,16,13.53,4
22244,3 HOOK HANGER MAGIC GARDEN,16,31.2,8
22251,BIRDHOUSE DECORATION MAGIC GARDEN,16,20,3
22352,LUNCH BOX WITH CUTLERY RETROSPOT,16,40.8,9
22509,SEWING BOX RETROSPOT DESIGN,16,239.2,2
22623,BOX OF VINTAGE JIGSAW BLOCKS,16,85.2,5
22672,FRENCH BATHROOM SIGN BLUE METAL,16,26.4,3
22701,PINK DOG BOWL,16,43.00000000000001,5
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,16,19.81,3
22970,LONDON BUS COFFEE MUG,16,33.6,3
22971,QUEENS GUARD COFFEE MUG,16,37.65,5
23086,ZINC  STAR T-LIGHT HOLDER,16,20,1
23126,FELTCRAFT GIRL AMELIE KIT,16,79.2,6
23234,BISCUIT TIN VINTAGE CHRISTMAS,16,46.24,5
23238,SET OF 4 KNICK KNACK TINS LONDON,16,65.60000000000001,8
23367,SET 12 COLOUR PENCILS SPACEBOY,16,10.4,1
23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,20,1
23374,RED SPOT PAPER GIFT BAG,16,13.12,3
23431,NATURAL HANGING QUILTED HEARTS,16,13.28,3
23526,WALL ART DOG LICENCE,16,95.2,2
23660,HENRIETTA HEN MUG,16,26.4,4
35400,WOODEN BOX ADVENT CALENDAR,16,135.2,8
79190B,RETRO PLASTIC POLKA TRAY,16,6.72,2
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,16,60,7
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,6.72,1
84596F,SMALL MARSHMALLOWS PINK BOWL,16,6.72,1
84849A,HELLO SAILOR BLUE SOAP HOLDER,16,27.04,1
90185C,BLACK DIAMANTE EXPANDABLE RING,16,68,3
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,15,24.75,1
20931,BLUE POT PLANT CANDLE,15,45.050000000000004,3
21137,BLACK RECORD COVER FRAME,15,55.17,5
21244,BLUE POLKADOT PLATE,15,25.349999999999998,3
21531,RED RETROSPOT SUGAR JAM BOWL,15,36.449999999999996,11
21746,SMALL RED RETROSPOT WINDMILL,15,18.75,3
21888,BINGO SET,15,56.25,5
22148,EASTER CRAFT 4 CHICKS,15,29.25,2
22327,ROUND SNACK BOXES SET OF 4 SKULLS,15,44.25000000000001,6
22627,MINT KITCHEN SCALES,15,117.21000000000001,13
22652,TRAVEL SEWING KIT,15,24.75,5
22812,PACK 3 BOXES CHRISTMAS PANNETONE,15,29.25,2
22849,BREAD BIN DINER STYLE MINT,15,234.25,8
22860,EASTER TIN CHICKS PINK DAISY,15,24.75,2
22926,IVORY GIANT GARDEN THERMOMETER,15,89.25,6
23087,ZINC  HEART T-LIGHT HOLDER,15,18.75,1
23089,GLASS BON BON JAR,15,25.65,7
23147,SINGLE ANTIQUE ROSE HOOK IVORY,15,21.75,6
23265,SET OF 3 WOODEN TREE DECORATIONS,15,18.75,2
23311,VINTAGE CHRISTMAS STOCKING,15,38.25,4
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,15,18.75,2
84766,SILVER ROCOCO CANDLE STICK,15,37.25,3
84987,SET OF 36 TEATIME PAPER DOILIES,15,21.75,3
85049E,SCANDINAVIAN REDS RIBBONS,15,18.75,2
20854,BLUE PATCH PURSE PINK HEART,14,23.099999999999998,1
20934,SET/3 POT PLANT CANDLES,14,75.3,4
21363,HOME SMALL WOOD LETTERS,14,69.30000000000001,6
21528,DAIRY MAID TRADITIONAL TEAPOT,14,93.3,10
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,14,35.25,10
21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,68.60000000000001,8
21812,GARLAND WITH HEARTS AND BELLS,14,69.30000000000001,3
21926,RED/CREAM STRIPE CUSHION COVER,14,17.5,2
22371,AIRLINE BAG VINTAGE TOKYO 78,14,57.78,10
22432,WATERING CAN PINK BUNNY,14,27.299999999999997,3
22584,PACK OF 6 PANETTONE GIFT BOXES,14,35.699999999999996,1
22731,3D CHRISTMAS STAMPS STICKERS,14,17.5,1
22797,CHEST OF DRAWERS GINGHAM HEART,14,237.29999999999998,10
22839,3 TIER CAKE TIN GREEN AND CREAM,14,209.29999999999998,10
22845,VINTAGE CREAM CAT FOOD CONTAINER,14,88.1,9
22927,GREEN GIANT GARDEN THERMOMETER,14,83.3,7
22939,APRON APPLE DELIGHT,14,69.30000000000001,2
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,14,29.400000000000002,7
23026,DRAWER KNOB VINTAGE GLASS STAR,14,29.12,2
23079,TOADSTOOL BEDSIDE LIGHT,14,125.29999999999998,7
23182,TOILET SIGN OCCUPIED OR VACANT,14,11.62,6
23224,CHERUB HEART DECORATION GOLD,14,11.62,2
23235,STORAGE TIN VINTAGE LEAF,14,40.46,7
23237,SET OF 4 KNICK KNACK TINS LEAF,14,56.900000000000006,8
23408,PHOTO FRAME LINEN AND LACE SMALL,14,29.12,3
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,58,4
84050,PINK HEART SHAPE EGG FRYING PAN,14,22.699999999999996,3
84976,RECTANGULAR SHAPED MIRROR,14,11.06,2
85049G,CHOCOLATE BOX RIBBONS,14,17.5,2
21172,PARTY METAL SIGN,13,18.849999999999998,2
21455,PAINTED YELLOW WOODEN DAISY,13,11.049999999999999,1
21534,DAIRY MAID LARGE MILK JUG,13,64.35000000000001,8
21586,KINGS CHOICE GIANT TUBE MATCHES,13,33.15,2
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,13,11.049999999999999,2
21892,TRADITIONAL WOODEN CATCH CUP GAME,13,16.25,2
21903,MAN FLU METAL SIGN,13,27.300000000000004,2
21907,I'M ON HOLIDAY METAL SIGN,13,27.300000000000004,2
21917,SET 12 KIDS  WHITE CHALK STICKS,13,5.46,2
21933,PINK VINTAGE PAISLEY PICNIC BAG,13,34.45,4
21987,PACK OF 6 SKULL PAPER CUPS,13,8.450000000000001,2
22068,BLACK PIRATE TREASURE CHEST,13,21.449999999999996,2
22168,ORGANISER WOOD ANTIQUE WHITE,13,110.5,9
22208,WOOD STAMP SET THANK YOU,13,11.61,2
22284,HEN HOUSE DECORATION,13,21.449999999999996,2
22300,COFFEE MUG DOG + BALL DESIGN,13,33.15,5
22325,MOBILE VINTAGE HEARTS,13,64.35000000000001,6
22349,DOG BOWL CHASING BALL DESIGN,13,48.75,2
22603,CHRISTMAS RETROSPOT TREE WOOD,13,11.049999999999999,2
22622,BOX OF VINTAGE ALPHABET BLOCKS,13,151.35,5
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,13,10.79,4
22674,FRENCH TOILET SIGN BLUE METAL,13,16.25,2
22684,FRENCH BLUE METAL DOOR SIGN 9,13,16.25,3
22736,RIBBON REEL MAKING SNOWMEN,13,21.45,2
22745,POPPY'S PLAYHOUSE BEDROOM,13,27.300000000000004,3
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,13,16.25,2
22841,ROUND CAKE TIN VINTAGE GREEN,13,103.35000000000001,9
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,13,11.049999999999999,2
22863,SOAP DISH BROCANTE,13,38.35000000000001,2
22937,BAKING MOULD CHOCOLATE CUPCAKES,13,33.15,2
22944,CHRISTMAS METAL POSTCARD WITH BELLS,13,5.93,2
22976,CIRCUS PARADE CHILDRENS EGG CUP,13,16.25,2
23085,ANTIQUE SILVER BAUBLE LAMP,13,128.75,5
23127,FELTCRAFT GIRL NICOLE KIT,13,64.35000000000001,3
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,13,10.79,7
23184,BULL DOG BOTTLE OPENER,13,64.35000000000001,4
23188,VINTAGE  2 METER FOLDING RULER,13,21.449999999999996,2
23196,VINTAGE LEAF MAGNETIC NOTEPAD,13,18.849999999999998,3
23294,SET OF 6 SNACK LOAF BAKING CASES,13,10.79,4
23295,SET OF 12 MINI LOAF BAKING CASES,13,10.79,5
23313,VINTAGE CHRISTMAS BUNTING,13,64.35,2
23320,GIANT 50'S CHRISTMAS CRACKER,13,37.57,2
23486,ANTIQUE HEART SHELF UNIT,13,199.65,6
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,13,10.79,2
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,13,11.05,2
84375,SET OF 20 KIDS COOKIE CUTTERS,13,27.300000000000004,2
84688,BEACH HUT DESIGN BLACKBOARD,13,55.25,2
84988,SET OF 72 PINK HEART PAPER DOILIES,13,18.849999999999998,2
84997A,CHILDRENS CUTLERY POLKADOT GREEN,13,49.95,3
85118,HEART T-LIGHT HOLDER,13,16.25,2
85131A,BEADED PEARL HEART WHITE ON STICK,13,11.27,3
85199L,LARGE HANGING IVORY & RED WOOD BIRD,13,8.450000000000001,2
20658,RED RETROSPOT LUGGAGE TAG,12,15,1
20675,BLUE POLKADOT BOWL,12,15,2
20821,GOLDIE LOOKING MIRROR,12,59.400000000000006,2
20836,FRENCH PAISLEY CUSHION COVER,12,9.959999999999999,1
20838,FRENCH LATTICE CUSHION COVER,12,10.2,1
20840,FRENCH FLORAL CUSHION COVER,12,10.2,1
20897,VINTAGE NOTEBOOK PARIS DAYS,12,35.400000000000006,2
21039,RED RETROSPOT SHOPPING BAG,12,30.599999999999998,2
21058,PARTY INVITES WOODLAND,12,10.2,1
21059,PARTY INVITES DINOSAURS,12,10.2,1
21066,VINTAGE RED MUG,12,15,1
21088,SET/6 FRUIT SALAD PAPER CUPS,12,2.2800000000000002,1
21144,PINK POODLE HANGING DECORATION,12,4.5600000000000005,1
21165,BEWARE OF THE CAT METAL SIGN,12,20.28,1
21179,NO JUNK MAIL METAL SIGN,12,4.68,1
21224,SET/4 SKULL BADGES,12,15,2
21257,VICTORIAN SEWING BOX MEDIUM,12,88.4,5
21373,MIRRORED WALL ART SNOWFLAKES,12,9,1
21506,"FANCY FONT BIRTHDAY CARD,",12,5.04,1
21507,ELEPHANT BIRTHDAY CARD,12,5.04,1
21507,"ELEPHANT, BIRTHDAY CARD,",12,5.04,1
21508,VINTAGE KID DOLLY CARD,12,5.04,1
21581,SKULLS  DESIGN  COTTON TOTE BAG,12,27,1
21643,ASSORTED TUTTI FRUTTI MIRROR,12,15,1
21675,BUTTERFLIES STICKERS,12,10.2,1
21677,HEARTS  STICKERS,12,10.2,1
21696,SMALL SILVER TRELLIS CANDLEPOT,12,35.400000000000006,1
21747,SMALL SKULL WINDMILL,12,15,1
21821,GLITTER STAR GARLAND WITH BELLS,12,45,1
21846,PINK DIAMANTE PEN IN GIFT BOX,12,59.400000000000006,1
21880,RED RETROSPOT TAPE,12,7.800000000000001,1
21911,GARDEN METAL SIGN,12,19.799999999999997,1
21942,SKULLS DESIGN FLANNEL,12,10.2,1
21990,MODERN FLORAL STATIONERY SET,12,15,1
21991,BOHEMIAN COLLAGE STATIONERY SET,12,15,1
21993,FLORAL FOLK STATIONERY SET,12,15,1
22023,EMPIRE BIRTHDAY CARD,12,5.04,1
22024,RAINY LADIES BIRTHDAY CARD,12,5.04,1
22025,RING OF ROSES BIRTHDAY CARD,12,5.04,1
22026,BANQUET BIRTHDAY  CARD,12,5.04,1
22028,PENNY FARTHING BIRTHDAY CARD,12,5.04,1
22029,SPACEBOY BIRTHDAY CARD,12,5.04,1
22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,5.04,1
22034,ROBIN CHRISTMAS CARD,12,5.04,1
22042,CHRISTMAS CARD SINGING ANGEL,12,5.04,1
22073,RED RETROSPOT STORAGE JAR,12,45,2
22074,6 RIBBONS SHIMMERING PINKS,12,19.799999999999997,1
22075,6 RIBBONS ELEGANT CHRISTMAS,12,19.799999999999997,1
22093,MOTORING TISSUE BOX,12,15,1
22116,METAL SIGN HIS DINNER IS SERVED,12,10.2,1
22120,WELCOME  WOODEN BLOCK LETTERS,12,119.39999999999999,2
22132,RED LOVE HEART SHAPE CUP,12,10.2,1
22209,WOOD STAMP SET HAPPY BIRTHDAY,12,9.959999999999999,1
22246,MAGIC GARDEN FELT GARLAND,12,23.4,1
22287,DECORATION WOBBLY CHICKEN,12,4.68,1
22295,HEART FILIGREE DOVE LARGE,12,19.799999999999997,1
22302,COFFEE MUG PEARS  DESIGN,12,30.599999999999998,3
22322,BIRD DECORATION GREEN POLKADOT,12,10.2,1
22340,NOEL GARLAND PAINTED ZINC,12,17.4,1
22348,TEA BAG PLATE RED RETROSPOT,12,10.2,1
22361,GLASS JAR DAISY FRESH COTTON WOOL,12,35,6
22396,MAGNETS PACK OF 4 RETRO PHOTO,12,15,2
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,15,2
22403,MAGNETS PACK OF 4 VINTAGE LABELS,12,15,2
22426,ENAMEL WASH BOWL CREAM,12,45,4
22435,SET OF 9 HEART SHAPED BALLOONS,12,15,1
22491,PACK OF 12 COLOURED PENCILS,12,10.2,1
22522,CHILDS GARDEN FORK BLUE,12,10.2,1
22523,CHILDS GARDEN FORK PINK,12,10.2,1
22582,PACK OF 6 SWEETIE GIFT BOXES,12,30.599999999999998,1
22615,PACK OF 12 CIRCUS PARADE TISSUES,12,4.68,1
22647,CERAMIC LOVE HEART MONEY BANK,12,17.4,1
22664,TOY TIDY DOLLY GIRL DESIGN,12,25.2,3
22673,FRENCH GARDEN SIGN BLUE METAL,12,15,1
22681,FRENCH BLUE METAL DOOR SIGN 6,12,14.81,3
22683,FRENCH BLUE METAL DOOR SIGN 8,12,15,2
22714,CARD BIRTHDAY COWBOY,12,5.04,1
22746,POPPY'S PLAYHOUSE LIVINGROOM,12,25.200000000000003,2
22792,FLUTED ANTIQUE CANDLE HOLDER,12,10.2,1
22804,CANDLEHOLDER PINK HANGING HEART,12,35.400000000000006,5
22821,GIFT BAG PSYCHEDELIC APPLES,12,7.800000000000001,1
22855,FINE WICKER HEART,12,15,1
22916,HERB MARKER THYME,12,7.800000000000001,1
22917,HERB MARKER ROSEMARY,12,7.800000000000001,1
22918,HERB MARKER PARSLEY,12,7.800000000000001,1
22919,HERB MARKER MINT,12,7.800000000000001,1
22921,HERB MARKER CHIVES,12,7.800000000000001,1
22948,METAL DECORATION NAUGHTY CHILDREN,12,10.2,2
22949,36 DOILIES DOLLY GIRL,12,17.4,1
23106,ZINC HEARTS PLANT POT HOLDER,12,34.68,1
23138,SINGLE WIRE HOOK IVORY HEART,12,17.4,1
23139,SINGLE WIRE HOOK PINK HEART,12,17.4,1
23140,TRIPLE WIRE HOOK IVORY HEART,12,49.800000000000004,1
23161,REGENCY CAKE FORK,12,15,1
23186,FRENCH STYLE STORAGE JAR CAFE,12,9.24,2
23213,STAR WREATH DECORATION WITH BELL,12,15,1
23220,REINDEER HEART DECORATION GOLD,12,9.959999999999999,1
23223,CHRISTMAS TREE HANGING SILVER,12,9.959999999999999,1
23266,SET OF 3 WOODEN STOCKING DECORATION,12,15,1
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,17.4,1
23289,DOLLY GIRL CHILDRENS BOWL,12,15,4
23315,IVORY REFECTORY CLOCK,12,97.80000000000001,1
23333,IVORY WICKER HEART MEDIUM,12,15,1
23335,EGG FRYING PAN IVORY,12,24.96,2
23352,ROLL WRAP 50'S RED CHRISTMAS,12,15,1
23413,VINTAGE COFFEE GRINDER BOX,12,49.800000000000004,1
23470,CARD HOLDER LOVE BIRD LARGE,12,70.7,8
23497,CLASSIC CHROME BICYCLE BELL,12,17.4,1
35651,VINTAGE BEAD PINK SCARF,12,19.799999999999997,1
47013C,WINE BOTTLE DRESSING DARK BLUE,12,1.44,1
47504K,ENGLISH ROSE GARDEN SECATEURS,12,9.48,1
47580,TEA TIME DES TEA COSY,12,30.599999999999998,2
48138,DOORMAT UNION FLAG,12,97.5,7
70007,HI TEC ALPINE HAND WARMER,12,19.799999999999997,1
79066K,RETRO MOD TRAY,12,10.2,3
79191B,RETRO PLASTIC POLKA TRAY,12,10.2,1
79191D,RETRO PLASTIC DAISY TRAY,12,10.2,1
82578,KITCHEN METAL SIGN,12,6.6000000000000005,1
84251B,"GREETING CARD, STICKY GORDON",12,2.2800000000000002,1
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,12,30.599999999999998,1
84821,DANISH ROSE DELUXE COASTER,12,10.2,1
84832,ZINC WILLIE WINKIE  CANDLE STICK,12,10.2,1
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,11.399999999999999,1
85017B,ENVELOPE 50 BLOSSOM IMAGES,12,10.2,1
85019C,CURIOUS  IMAGES NOTEBOOK SET,12,51,1
85032C,CURIOUS IMAGES GIFT WRAP SET,12,7.800000000000001,1
85032D,YULETIDE IMAGES GIFT WRAP SET,12,7.800000000000001,1
85049A,TRADITIONAL CHRISTMAS RIBBONS,12,15,1
85169A,IVORY LOVE BIRD CANDLE,12,15,1
85169C,EAU DE NIL LOVE BIRD CANDLE,12,15,1
90170,DAISY HAIR BAND,12,19.799999999999997,1
90174,BUTTERFLY HAIR BAND,12,30.599999999999998,2
22142,CHRISTMAS CRAFT WHITE FAIRY,11,15.95,2
22150,3 STRIPEY MICE FELTCRAFT,11,21.45,4
22162,HEART GARLAND RUSTIC PADDED,11,32.45,2
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,11,18.15,3
22442,GROW YOUR OWN FLOWERS SET OF 3,11,87.45,7
22606,WOODEN SKITTLES GARDEN SET,11,118.25,8
22663,JUMBO BAG DOLLY GIRL DESIGN,11,21.45,2
22676,FRENCH BLUE METAL DOOR SIGN 1,11,13.75,2
22677,FRENCH BLUE METAL DOOR SIGN 2,11,13.75,2
22678,FRENCH BLUE METAL DOOR SIGN 3,11,13.75,2
22682,FRENCH BLUE METAL DOOR SIGN 7,11,13.75,2
22848,BREAD BIN DINER STYLE PINK,11,176.45,8
23080,RED METAL BOX TOP SECRET,11,90.75,7
23145,ZINC T-LIGHT HOLDER STAR LARGE,11,10.45,2
23149,ANTIQUE IVORY WIRE BOWL SMALL,11,27.39,2
23229,VINTAGE DONKEY TAIL GAME,11,40.89,5
84247K,"FOLK ART GREETING CARD,pack/12",11,32.45,1
85231B,CINAMMON SET OF 9 T-LIGHTS,11,9.35,1
10133,COLOURING PENCILS BROWN TUBE,10,4.2,1
15056P,EDWARDIAN PARASOL PINK,10,58.2,4
20856,DENIM PATCH PURSE PINK BUTTERFLY,10,16.5,1
20932,PINK POT PLANT CANDLE,10,29.5,2
21114,LAVENDER SCENTED FABRIC HEART,10,12.5,1
21194,PINK  HONEYCOMB PAPER FAN,10,6.5,3
21395,BLUE POLKADOT BEAKER,10,3.9,3
21579,LOLITA  DESIGN  COTTON TOTE BAG,10,22.5,3
21934,SKULL SHOULDER BAG,10,16.5,1
22080,RIBBON REEL POLKADOTS,10,16.5,1
22081,RIBBON REEL FLORA + FAUNA,10,16.5,1
22097,SWALLOW SQUARE TISSUE BOX,10,3.9000000000000004,1
22437,SET OF 9 BLACK SKULL BALLOONS,10,8.5,1
22440,BALLOON WATER BOMB PACK OF 35,10,4.2,1
22613,PACK OF 20 SPACEBOY NAPKINS,10,8.5,1
22620,4 TRADITIONAL SPINNING TOPS,10,12.9,2
22655,VINTAGE RED KITCHEN CABINET,10,1730.5,8
22679,FRENCH BLUE METAL DOOR SIGN 4,10,12.5,1
22685,FRENCH BLUE METAL DOOR SIGN 0,10,12.5,1
22719,GUMBALL MONOCHROME COAT RACK,10,11.17,4
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,16.5,1
22769,CHALKBOARD KITCHEN ORGANISER,10,225.5,2
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,10,37.5,6
22829,SWEETHEART WIRE WALL TIDY,10,87.9,2
22843,BISCUIT TIN VINTAGE GREEN,10,67.5,8
22858,EASTER TIN KEEPSAKE,10,16.499999999999996,3
23042,PAPER LANTERN 7 POINT SNOW STAR,10,66.5,1
23092,LARGE ANTIQUE WHITE PHOTO FRAME,10,77.75,9
23290,SPACEBOY CHILDRENS BOWL,10,12.5,2
23291,DOLLY GIRL CHILDRENS CUP,10,12.5,3
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,10,7.9,1
23583,LUNCH BAG PAISLEY PARK,10,16.5,1
79163,BLACK CHAMPAGNE GLASS,10,5.16,3
84950,ASSORTED COLOUR T-LIGHT HOLDER,10,6.1000000000000005,4
84968A,SET OF 16 VINTAGE ROSE CUTLERY,10,127.5,3
85231G,ORANGE SCENTED SET/9 T-LIGHTS,10,8.5,1
90108,BLUE BLOSSOM HAIR CLIP,10,10.5,1
20679,EDWARDIAN PARASOL RED,9,53.550000000000004,3
20794,BLUE  TILE HOOK,9,22.95,2
20980,36 PENCILS TUBE POSY,9,11.25,1
21136,PAINTED METAL PEARS ASSORTED,9,15.209999999999999,2
21217,RED RETROSPOT ROUND CAKE TINS,9,89.55,7
21352,EUCALYPTUS & PINECONE  WREATH,9,60.75,2
21464,DISCO BALL ROTATOR BATTERY OPERATED,9,38.25,4
21743,STAR PORTABLE TABLE LIGHT,9,26.55,2
21792,CLASSIC FRENCH STYLE BASKET GREEN,9,57.95,2
21901,"KEY FOB , BACK DOOR",9,5.8500000000000005,1
21902,"KEY FOB , FRONT  DOOR",9,5.8500000000000005,2
22095,LADS ONLY TISSUE BOX,9,11.06,2
22099,CARAVAN SQUARE TISSUE BOX,9,11.25,1
22320,BIRDS MOBILE VINTAGE DESIGN,9,53.550000000000004,4
22377,BOTTLE BAG RETROSPOT,9,18.45,2
22626,BLACK KITCHEN SCALES,9,76.5,4
22644,CERAMIC CHERRY CAKE MONEY BANK,9,13.05,4
23014,GLASS APOTHECARY BOTTLE ELIXIR,9,35.550000000000004,3
23035,DRAWER KNOB CERAMIC IVORY,9,13.049999999999999,2
23090,VINTAGE GLASS T-LIGHT HOLDER,9,7.47,1
23130,MISTLETOE HEART WREATH GREEN,9,37.35,2
23244,ROUND STORAGE TIN VINTAGE LEAF,9,16.95,5
23255,CHILDRENS CUTLERY CIRCUS PARADE,9,37.35,3
23356,LOVE HOT WATER BOTTLE,9,53.55,2
23487,SWEET HEART CAKE CARRIER,9,89.55,6
47594A,CAROUSEL DESIGN WASHBAG,9,17.55,5
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,9,38.25,5
79000,MOROCCAN TEA GLASS,9,6.050000000000001,4
82616B,FRAPPUCINO SCARF KNITTING KIT,9,11.25,1
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,9,33.75,3
84880,WHITE WIRE EGG HOLDER,9,55.1,2
85141,JARDIN ETCHED GLASS FRUITBOWL,9,40.55,3
90185B,AMETHYST DIAMANTE EXPANDABLE RING,9,38.25,2
20749,ASSORTED COLOUR MINI CASES,8,63.6,6
21243,PINK  POLKADOT PLATE,8,13.52,1
21264,WHITE GOOSE FEATHER TREE 60CM,8,15.6,2
21382,SET/4 SPRING FLOWER DECORATION,8,6,1
21459,YELLOW EASTER EGG HUNT START POST,8,15.6,2
21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,20.4,1
21749,LARGE RED RETROSPOT WINDMILL,8,16.8,3
22179,SET 10 LIGHTS NIGHT OWL,8,54,5
22189,CREAM HEART CARD HOLDER,8,31.6,5
22199,FRYING PAN RED RETROSPOT,8,34,2
22271,FELTCRAFT DOLL ROSIE,8,23.6,2
22358,KINGS CHOICE TEA CADDY,8,23.6,4
22431,WATERING CAN BLUE ELEPHANT,8,15.6,3
22454,MEASURING TAPE BABUSHKA RED,8,23.6,1
22476,EMPIRE UNION JACK TV DINNER TRAY,8,39.6,1
22550,HOLIDAY FUN LUDO,8,30,2
22605,WOODEN CROQUET GARDEN SET,8,97,7
22713,CARD I LOVE LONDON,8,3.36,1
22744,MAKE YOUR OWN MONSOON CARD KIT,8,23.6,2
22925,BLUE GIANT GARDEN THERMOMETER,8,47.6,5
23012,GLASS APOTHECARY BOTTLE PERFUME,8,31.6,5
23099,FRENCH CARRIAGE LANTERN,8,53.2,4
23183,MOTHER'S KITCHEN SPOON REST,8,30,3
23299,FOOD COVER WITH BEADS SET 2,8,30,2
23327,HANGING CLEAR MINI BOTTLE,8,4.720000000000001,2
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,8,29.64,5
23377,PACK OF 12 DOLLY GIRL TISSUES,8,3.12,1
47567B,TEA TIME KITCHEN APRON,8,46.300000000000004,5
79160,HEART SHAPE WIRELESS DOORBELL,8,16.8,3
79323B,BLACK CHERRY LIGHTS,8,54,2
79323P,PINK CHERRY LIGHTS,8,54,2
79323W,WHITE CHERRY LIGHTS,8,54,1
85059,FRENCH ENAMEL WATER BASIN,8,22.5,2
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,8,30,1
20703,BLUE PADDED SOFT MOBILE,7,29.75,3
20983,12 PENCILS TALL TUBE RED RETROSPOT,7,5.95,3
21320,GLASS CHALICE GREEN  LARGE,7,14.700000000000001,1
21351,CINAMMON & ORANGE WREATH,7,47.25,2
21577,SAVE THE PLANET COTTON TOTE BAG,7,15.75,2
21813,GARLAND WITH STARS AND BELLS,7,34.650000000000006,2
21981,PACK OF 12 WOODLAND TISSUES,7,2.73,1
22091,EMPIRE TISSUE BOX,7,8.75,1
22154,ANGEL DECORATION 3 BUTTONS,7,2.94,3
22258,FELT FARM ANIMAL RABBIT,7,8.75,2
22270,HAPPY EASTER HANGING DECORATION,7,25.89,3
22274,FELTCRAFT DOLL EMILY,7,20.650000000000002,2
22276,WASH BAG VINTAGE ROSE PAISLEY,7,17.849999999999998,2
22311,OFFICE MUG WARMER BLACK+SILVER,7,20.650000000000002,2
22318,FIVE HEART HANGING DECORATION,7,20.650000000000002,2
22507,MEMO BOARD RETROSPOT  DESIGN,7,33.95,5
22608,PENS ASSORTED FUNKY JEWELED,7,1.33,1
22832,BROCANTE SHELF WITH HOOKS,7,75.25,5
23008,DOLLY GIRL BABY GIFT SET,7,118.64999999999999,4
23015,CORDIAL GLASS JUG,7,57.75,3
23028,DRAWER KNOB CRACKLE GLAZE BLUE,7,11.55,3
23091,ZINC HERB GARDEN CONTAINER,7,43.75,4
23128,FELTCRAFT BOY JEAN-PAUL KIT,7,34.650000000000006,2
23152,IVORY SWEETHEART WIRE LETTER RACK,7,26.25,3
23241,TREASURE TIN GYMKHANA DESIGN,7,14.56,5
23283,DOORMAT VINTAGE LEAF,7,57.45,2
23306,SET OF 36 DOILIES PANTRY DESIGN,7,10.149999999999999,2
23345,DOLLY GIRL BEAKER,7,8.75,2
23395,BELLE JARDINIERE CUSHION COVER,7,26.25,5
23409,PHOTO FRAME LINEN AND LACE LARGE,7,26.25,2
23425,STORAGE TIN HOME SWEET HOME,7,17.43,3
23527,WALL ART ANIMALS AND NATURE,7,26.25,2
23534,WALL ART STOP FOR TEA,7,41.650000000000006,1
82001S,VINYL RECORD FRAME SILVER,7,25.53,4
84279B,CHERRY BLOSSOM DECORATIVE FLASK,7,26.25,3
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,7,17.849999999999998,2
85034A,3 GARDENIA MORRIS BOXED CANDLES,7,20.75,3
85061W,WHITE JEWELLED HEART DECORATION,7,5.95,2
90160A,PURPLE BOUDICCA LARGE BRACELET,7,48.65,1
90201B,BLACK ENAMEL FLOWER RING,7,20.650000000000002,2
20674,GREEN POLKADOT BOWL,6,7.5,1
20750,RED RETROSPOT MINI CASES,6,47.7,4
20795,LARGE BLUE PROVENCAL CERAMIC BALL,6,12.6,2
20886,BOX OF 9 PEBBLE CANDLES,6,11.7,1
20898,VINTAGE NOTEBOOK TRAVELOGUE,6,17.700000000000003,1
21042,RED RETROSPOT APRON,6,34.4,5
21055,TOOL BOX SOFT TOY,6,53.699999999999996,1
21071,VINTAGE BILLBOARD DRINK ME MUG,6,6.36,1
