stock_code,description,total_revenue,total_quantity,total_orders,average_price
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.4900000000002,349,36,6.809444444444445
23047,PAPER LANTERN 5 POINT SEQUIN STAR,287.5,50,21,5.75
23047,PAPER LANTERN 5 POINT STUDDED STAR,46,8,4,5.75
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2231.42,544,94,4.700721649484536
23049,RECYCLED ACAPULCO MAT RED,3872.09,453,184,8.928804347826087
23050,RECYCLED ACAPULCO MAT GREEN,4278.3,496,204,9.228039215686275
23051,RECYCLED ACAPULCO MAT BLUE,3215.24,364,161,9.645403726708075
23052,RECYCLED ACAPULCO MAT TURQUOISE,5941.09,653,277,9.79
23053,RECYCLED ACAPULCO MAT PINK,3246.07,363,163,9.829018404907975
23054,RECYCLED ACAPULCO MAT LAVENDER,2596.68,294,129,9.543023255813953
23055,IVORY CHANDELIER T-LIGHT HOLDER,704.46,225,33,6.1417142857142855
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,18.75,3,1,6.25
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,1039.05,384,33,6.686470588235294
23057,BEADED CHANDELIER T-LIGHT HOLDER,789.77,263,33,5.232424242424242
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,347.70000000000005,78,7,4.835714285714286
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,1.2252083333333335
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,2.2197727272727272
23061,VINTAGE EMBOSSED HEART,1257.68,955,113,1.5479646017699116
23061,VINTAGE ENGRAVED HEART,75,60,4,1.25
23064,CINDERELLA CHANDELIER,2283.51,158,14,46.64357142857143
23065,LARGE DECO JEWELLERY STAND,3289.94,262,94,13.001489361702127
23065,LARGE JEWELLERY STAND,125,10,4,12.5
23066,SMALL DECO JEWELLERY STAND,2005.81,243,79,8.972278481012658
23066,SMALL JEWELLERY STAND,132,16,6,8.25
23067,HANGING ENGRAVED METAL HEART,1236.66,294,78,4.351951219512196
23068,ALUMINIUM HEART,74.7,30,6,2.49
23068,ALUMINIUM STAMPED HEART,1892.2300000000002,779,130,2.589848484848485
23069,EDWARDIAN PHOTO FRAME,556.21,88,32,6.4440625
23070,EDWARDIAN HEART PHOTO FRAME,709.5400000000001,160,44,5.090909090909091
23071,MARIE ANTOIENETT TRINKET BOX GOLD,12.5,1,1,12.5
23071,MARIE ANTOINETTE TRINKET BOX GOLD,808.6,242,16,11.097058823529412
23072,MARIE ANTOINETTE TRINKET BOX SILVER,889.76,262,28,14.366428571428571
23073,GEORGIAN TRINKET BOX,1694,142,60,12.41
23074,EMBOSSED HEART TRINKET BOX,534.79,240,47,2.63468085106383
23075,DOUBLE CERAMIC PARLOUR HOOK,74.7,18,4,4.15
23075,PARLOUR CERAMIC WALL HOOK,1852.4,446,74,4.256486486486486
23076,ICE CREAM SUNDAE LIP GLOSS,9905.76,8052,276,1.3506521739130435
23077,DOUGHNUT LIP GLOSS,13620.77,10335,341,1.3462756598240468
23078,ICE CREAM PEN LIP GLOSS,8493.34,6783,255,1.4281176470588235
23079,TOADSTOOL BEDSIDE LIGHT,2109.1,238,100,8.936138613861386
23080,RED METAL BOX TOP SECRET,9059.87,1067,254,9.351937984496123
23081,GREEN METAL BOX ARMY SUPPLIES,3889.75,465,134,9.450373134328357
23081,GREEN METAL BOX TOP SECRET,132,16,4,8.25
23082,SET 6 PAPER TABLE LANTERN HEARTS,8558.76,2328,297,4.093564356435643
23083,SET 6 PAPER TABLE LANTERN STARS,7092.9800000000005,1884,245,4.2404032258064515
23084,RABBIT NIGHT LIGHT,66807.63,30709,991,2.3873076923076924
23085,ANTIQUE SILVER BAUBLE LAMP,3583.23,376,78,10.835
23086,ZINC  STAR T-LIGHT HOLDER,1421.43,1201,45,1.5317777777777777
23086,ZINC STAR T-LIGHT HOLDER,10,8,1,1.25
23087,ZINC  HEART T-LIGHT HOLDER,1090.66,868,69,1.5915942028985508
23088,ZINC HEART FLOWER T-LIGHT HOLDER,1033.28,795,79,1.6275949367088607
23089,GLASS BON BON JAR,4214.13,2353,224,2.3833920704845815
23090,VINTAGE GLASS T-LIGHT HOLDER,1870.0299999999997,2237,149,0.9790131578947368
23091,METAL HERB GERDEN CONTAINER,139.68,24,5,6.078
23091,ZINC HERB GARDEN CONTAINER,3504.14,554,202,6.748866995073891
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3734.0800000000004,520,133,8.103984962406015
23093,SMALL PARISIENNE HEART PHOTO FRAME,2239.2400000000002,939,142,2.7882394366197185
23094,LE GRAND TRAY CHIC SET,1912.42,151,78,12.81948717948718
23096,PETIT TRAY CHIC,1736.6899999999998,1033,146,2.027808219178082
23099,FRENCH CARRIAGE LANTERN,885.45,131,56,7.05280701754386
23100,SILVER BELLS TABLE DECORATION,2739.38,2166,257,1.426235741444867
23101,SILVER STARS TABLE DECORATION,1739.6299999999999,2031,213,0.9744859813084111
23102,SILVER HEARTS TABLE DECORATION,1075.03,1274,157,0.970754716981132
23103,BELL HEART DECORATION,386.99999999999994,252,9,1.6277777777777778
23103,JINGLE BELL HEART DECORATION,6419.5599999999995,3796,355,1.8499999999999999
23104,IVORY CAFE HANGING LAMP,1380.42,116,45,12.867111111111111
23104,IVORY PANTRY HANGING LAMP,25,2,1,12.5
23106,ZINC HEARTS PLANT POT HOLDER,757.7900000000001,271,51,2.9449019607843137
23106,ZINC PLANT POT HOLDER,23.12,8,1,2.89
23107,WHITE HEARTS WIRE PLANT POT HOLDER,963.27,343,71,3.209718309859155
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,2,2.89
23108,SET OF 10 LED DOLLY LIGHTS,13038.23,2166,363,6.485576923076923
23109,LED TEA LIGHTS,1826.76,634,65,3.2733333333333334
23109,PACK OF SIX LED TEA LIGHTS,4769.22,1656,202,3.266048780487805
23110,PARISIENNE KEY CABINET,3951.68,666,241,6.715123966942149
23111,PARISIENNE SEWING BOX,3668.54,297,130,13.54412213740458
23112,PARISIENNE CURIO CABINET,4409.58,533,234,9.217094017094018
23113,PANTRY CHOPPING BOARD,1085.24,212,55,6.407454545454545
23114,VINTAGE LEAF CHOPPING BOARD,737.95,149,45,5.451333333333333
23115,RED APPLES CHOPPING BOARD,770.32,152,45,5.8406666666666665
23116,VEGETABLE GARDEN CHOPPING BOARD,382.44,76,22,6.240909090909091
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,5.598888888888889
23118,PARISIENNE JEWELLERY DRAWER,6027.18,803,253,8.408063241106719
23119,PACK OF 6 LARGE FRUIT STRAWS,1379.3799999999999,2246,149,0.7812751677852349
23120,PACK OF 6 SMALL FRUIT STRAWS,652.15,1613,98,0.469126213592233
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1000.4399999999999,2501,111,0.5528448275862069
23122,PARTY CHARMS 50 PIECES,1726.09,2251,133,1.0386029411764706
23123,COCKTAIL SWORDS 50 PIECES,759.5699999999999,935,95,1.014421052631579
23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.38,567,43,1.7516279069767442
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,1.9131578947368422
23126,DOLLCRAFT GIRL AMELIE,138.6,28,7,4.95
23126,DOLLCRAFT GIRL AMELIE KIT,294.7,66,8,4.8500000000000005
23126,FELTCRAFT GIRL AMELIE KIT,5044.29,1004,274,5.4042391304347825
23127,DOLLCRAFT GIRL NICOLE,297,60,11,4.95
23127,FELTCRAFT GIRL NICOLE KIT,3422.4,668,182,5.279782608695652
23128,DOLLCRAFT BOY JEAN-PAUL,354.1,78,11,4.877272727272728
23128,FELTCRAFT BOY JEAN-PAUL KIT,1869.91,363,126,5.305952380952381
23129,HEART SHAPED HOLLY WREATH,3999.5000000000005,950,172,4.576279069767442
23130,MISELTOE HEART WREATH,312.8,80,5,4.07
23130,MISTLETOE HEART WREATH GREEN,3642.98,874,178,4.534157303370787
23131,MISELTOE HEART WREATH CREAM,996.0000000000001,240,1,4.15
23131,MISELTOE HEART WREATH WHITE,304.5,78,4,4.050000000000001
23131,MISTLETOE HEART WREATH CREAM,2535.48,624,110,4.21018018018018
23132,SMALL IVORY HEART WALL ORGANISER,5138.6,1020,152,6.222171052631579
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,155,9.162451612903226
23134,LARGE ZINC HEART WALL ORGANISER,6431.11,1065,38,7.9068421052631574
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1541,45,5.675777777777778
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,4.034081632653061
23137,ZINC WIRE SWEETHEART LETTER TRAY,275.62,83,23,3.9765217391304346
23138,SINGLE WIRE HOOK IVORY HEART,1214.11,867,81,1.6003614457831326
23139,SINGLE WIRE HOOK PINK HEART,511.3,402,26,1.6188888888888888
23140,TRIPLE WIRE HOOK IVORY HEART,716.3000000000001,170,51,4.543333333333334
23141,TRIPLE WIRE HOOK PINK HEART,272.91,79,25,4.2404
23142,IVORY WIRE KITCHEN ORGANISER,1210.42,120,39,11.135128205128206
23143,ZINC WIRE KITCHEN ORGANISER,239.97,30,16,9.929375
23144,ZINC T-LIGHT HOLDER STARS SMALL,4177.91,5065,273,0.9440875912408758
23145,ZINC T-LIGHT HOLDER STAR LARGE,1956.6799999999998,2060,167,1.0807142857142857
23145,ZINC T-LIGHT HOLDER STARS LARGE,22.799999999999997,24,2,0.95
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2569.59,775,218,3.5235135135135134
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2750.75,1867,260,1.5259090909090909
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1768.87,2083,241,0.9150806451612903
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,0.85
23149,ANTIQUE IVORY WIRE BOWL SMALL,236.51000000000002,93,20,2.737
23150,IVORY SWEETHEART SOAP DISH,390.75000000000006,148,49,2.9436734693877553
23151,ZINC SWEETHEART SOAP DISH,114.33000000000001,61,21,2.2395238095238095
23152,IVORY SWEETHEART WIRE LETTER RACK,2065.65,550,158,3.953207547169811
23153,ZINC SWEETHEART WIRE LETTER RACK,1005.69,259,89,4.242134831460674
23154,SET OF 4 JAM JAR MAGNETS,5740.96,2652,233,2.2085714285714286
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1805.77,2089,132,1.4874999999999998
23156,SET OF 5 MINI GROCERY MAGNETS,3373.37,1641,203,2.263268292682927
23157,SET OF 6 NATIVITY MAGNETS,4699.06,2317,162,2.364642857142857
23158,SET OF 5 LUCKY CAT MAGNETS,5438.95,2597,254,2.677165354330709
23159,SET OF 5 PANCAKE DAY MAGNETS,4686.4800000000005,2280,221,2.3220720720720722
23160,REGENCY TEA SPOON,1794.48,1450,76,1.4881578947368421
23161,REGENCY CAKE FORK,2145.3,1715,98,1.593061224489796
23162,REGENCY TEA STRAINER,5143.6900000000005,1412,176,4.422272727272727
23163,REGENCY SUGAR TONGS,4415.38,1784,208,3.3352403846153846
23164,REGENCY CAKE SLICE,2718.65,578,92,5.579673913043479
23165,LARGE CERAMIC TOP STORAGE JAR,5048.36,3052,276,1.983189964157706
23166,MEDIUM CERAMIC TOP STORAGE JAR,4236.47,3553,242,1.4746530612244897
23167,SMALL CERAMIC TOP STORAGE JAR,4134.0199999999995,5354,228,1.0053191489361701
23168,CLASSIC CAFE SUGAR DISPENSER,4296.35,3063,324,1.8002431610942249
23168,CLASSIC SUGAR DISPENSER,247.32,216,12,1.1975
23169,CLASSIC GLASS COOKIE JAR,6058.89,1407,295,4.7636486486486485
23169,CLASSIC GLASS SWEET JAR,479.45000000000005,119,14,4.092857142857143
23170,REGENCY TEA PLATE ROSES,10938.249999999998,6749,442,2.0795022624434387
23171,REGENCY TEA PLATE GREEN,9982.39,6199,380,2.1302094240837697
23172,REGENCY TEA PLATE PINK,6274.8099999999995,3813,304,2.0698684210526315
23173,REGENCY TEAPOT ROSES,24673.58,2741,414,11.129594272076371
23174,REGENCY SUGAR BOWL GREEN,12158.28,3006,320,4.8003726708074534
23175,REGENCY MILK JUG PINK,9455.15,3112,328,3.8822121212121212
23176,ABC TREASURE BOOK BOX,4621.08,2133,220,2.6744343891402713
23177,TREASURE ISLAND BOOK BOX,5485.29,2516,264,2.7071535580524344
23178,JAM CLOCK MAGNET,934,326,67,3.367313432835821
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,324,53,3.5243396226415094
23180,MUM'S KITCHEN CLOCK,616.14,121,48,5.96
23181,BULL DOG BOTTLE TOP WALL CLOCK,1733.57,201,82,9.421463414634147
23182,TOILET SIGN OCCUPIED OR VACANT,3688.2099999999996,3741,433,1.5304347826086957
23183,MOTHER'S KITCHEN SPOON REST,940.92,219,82,4.906626506024097
23184,BULL DOG BOTTLE OPENER,4724.9000000000005,866,263,6.458981132075472
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30,0.35161290322580646
23186,FRENCH STYLE STORAGE JAR CAFE,811.9599999999999,1976,69,0.32799999999999996
23187,FRENCH STYLE STORAGE JAR BONBONS,687.56,2332,73,0.3028378378378378
23188,VINTAGE  2 METER FOLDING RULER,3053.9199999999996,1832,180,1.882087912087912
23188,VINTAGE  2 METRE FOLDING RULER,3374.0499999999997,1627,152,1.9993506493506492
23189,SET OF 12 FORK CANDLES,3507.51,1249,141,3.3956338028169015
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2760.2499999999995,1701,201,1.7973267326732671
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5,1.65
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3528.24,2140,275,1.8770462633451956
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6112.589999999999,3515,344,1.7746857142857142
23193,BUFFALO BILL TREASURE BOOK BOX,4056.78,1912,172,2.738953488372093
23194,GYMKHANA TREASURE BOOK BOX,3775.03,1697,197,2.7569500000000002
23194,GYMKHANNA TREASURE BOOK BOX,261.84000000000003,120,14,2.1892857142857145
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,2,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3,1.45
23196,RETRO LEAVES MAGNETIC NOTEPAD,154.09,105,19,1.5376190476190477
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2601.15,1707,274,1.822230215827338
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2234.85,1429,244,1.9633061224489796
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,1.3833333333333333
23198,PANTRY MAGNETIC  SHOPPING LIST,5055.3499999999995,3337,474,1.8003099173553718
23199,JUMBO BAG APPLES,29336.73,14286,972,2.5749131767109295
23200,JUMBO BAG PEARS,13974.16,6947,594,2.4313232830820772
23201,JUMBO BAG ALPHABET,27050.37,12924,898,2.393720930232558
23202,JUMBO BAG VINTAGE LEAF,21372.13,10701,875,2.2978684807256236
23203,JUMBO BAG DOILEY PATTERNS,17245.81,8882,512,2.2411456310679614
23203,JUMBO BAG VINTAGE DOILEY,272.57,144,7,2.3314285714285714
23203,JUMBO BAG VINTAGE DOILY,23895.48,11118,708,2.3023356643356645
23204,CHARLOTTE BAG APPLES DESIGN,7665.69,7871,581,1.1230993150684931
23205,CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,22,0.8381818181818181
23205,CHARLOTTE BAG VINTAGE ALPHABET,5333.88,5357,444,1.1653691275167786
23206,LUNCH BAG APPLE DESIGN,20775.03,12100,1030,2.0612989493791787
23207,LUNCH BAG ALPHABET DESIGN,13271.1,7797,735,1.9932356857523301
23208,LUNCH BAG VINTAGE LEAF DESIGN,10425.41,6298,667,1.9366272189349112
23209,LUNCH BAG DOILEY PATTERN,10500.539999999999,6550,491,1.732741935483871
23209,LUNCH BAG VINTAGE DOILEY,119.63,71,5,2.146
23209,LUNCH BAG VINTAGE DOILY,10764,6528,600,1.8973977086743044
23210,WHITE ROCKING HORSE HAND PAINTED,3346.77,2661,189,1.4711557788944725
23211,RED ROCKING HORSE HAND PAINTED,2900.57,2305,159,1.5671428571428572
23212,HEART WREATH DECORATION WITH BELL,2770.89,2224,182,1.5002673796791444
23212,PAINTED HEART WREATH WITH BELL,15,12,1,1.25
23213,STAR WREATH DECORATION WITH BELL,2123.42,1670,151,1.4881168831168832
23214,BELL HEART ANTIQUE GOLD,24.96,12,1,2.08
23214,JINGLE BELL HEART ANTIQUE GOLD,1670.0800000000002,777,102,2.395631067961165
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.4000000000005,3564,210,2.2615962441314554
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,1.446888888888889
23217,LAUREL HEART ANTIQUE SILVER,1613.82,1309,97,1.5415151515151515
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,1.57225
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,61,1.52765625
23220,REINDEER HEART DECORATION GOLD,859.1899999999999,981,102,1.0852427184466018
23221,REINDEER HEART DECORATION SILVER,1323.1999999999998,1488,142,1.0813013698630136
23222,CHRISTMAS TREE HANGING GOLD,698.6099999999999,775,73,1.0525333333333333
23223,CHRISTMAS TREE HANGING SILVER,740.2299999999999,789,87,1.0923863636363635
23224,CHERUB HEART DECORATION GOLD,639.06,726,70,1.0424285714285713
23225,CHERUB HEART DECORATION SILVER,1106.4499999999998,1271,84,1.106547619047619
23226,FILIGREE HEART DAISY WHITE,1536.67,1199,97,1.576938775510204
23227,FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,117,1.5737606837606837
23228,FILIGREE HEART BIRD WHITE,1810.24,1348,124,1.79672
23229,DONKEY TAIL GAME,189.54000000000002,54,4,3.66
23229,VINTAGE DONKEY TAIL GAME,6523.92,1808,250,4.25628
23230,WRAP ALPHABET DESIGN,3186.42,7901,232,0.41732758620689653
23231,WRAP  VINTAGE DOILEY,42,100,2,0.42
23231,WRAP  VINTAGE DOILY,1039.08,2474,94,0.42
23231,WRAP DOILEY DESIGN,1927.26,4703,164,0.41853658536585364
23232,WRAP VINTAGE LEAF DESIGN,2098.5,5225,132,0.41729323308270677
23232,WRAP VINTAGE PETALS  DESIGN,1317,3250,103,0.41766990291262135
23233,WRAP POPPIES  DESIGN,2095,5150,157,0.41860759493670885
23234,BISCUIT TIN VINTAGE CHRISTMAS,5045.1,1710,275,3.382753623188406
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3,2.756666666666667
23235,STORAGE TIN VINTAGE LEAF,1883.21,711,101,2.9901980198019804
23236,DOILEY BISCUIT TIN,327.6,120,13,2.8592307692307695
23236,DOILEY STORAGE TIN,2984.23,1087,120,3.106528925619835
23236,STORAGE TIN VINTAGE DOILEY,23.13,7,2,4.34
23236,STORAGE TIN VINTAGE DOILY,3704.78,1272,190,3.4103125000000003
23237,SET OF 4 KNICK KNACK TINS LEAF,3008.1600000000003,744,121,4.273636363636364
23237,SET OF 4 KNICK KNACK TINS LEAVES,1237.18,302,52,4.206538461538462
23238,SET OF 4 KNICK KNACK TINS LONDON,7746.71,1843,273,4.754332129963899
23239,SET OF 4 KNICK KNACK TINS POPPIES,3279.1400000000003,824,175,4.3977528089887645
23240,SET OF 4 KNICK KNACK TINS  DOILEY,24.900000000000002,6,1,4.15
23240,SET OF 4 KNICK KNACK TINS DOILEY,7194.84,1806,180,4.261693989071039
23240,SET OF 4 KNICK KNACK TINS DOILY,9726.480000000001,2352,353,4.541388888888889
23241,TREASURE TIN GYMKHANA DESIGN,4667.47,2164,362,2.486219178082192
23242,TREASURE TIN BUFFALO BILL,3022.55,1469,213,2.283472222222222
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23345.27,4767,466,5.875631691648822
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,12,2,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,1591.6299999999999,863,102,2.1033333333333335
23244,STORAGE TIN VINTAGE LEAF,117,60,7,1.95
23245,SET OF 3 REGENCY CAKE TINS,31002.65,6319,868,5.889701492537314
23247,BISCUIT TIN 50'S CHRISTMAS,6585.83,2156,307,3.291986970684039
23249,ENAMEL DINNER PLATE PANTRY,19.799999999999997,12,1,1.65
23249,VINTAGE RED ENAMEL TRIM PLATE,1356.8,800,78,1.8971794871794871
23250,ENAMEL BOWL PANTRY,15,12,1,1.25
23250,VINTAGE RED TRIM ENAMEL BOWL,1463.53,1125,106,1.4763207547169812
23251,ENAMEL MUG PANTRY,15,12,1,1.25
23251,VINTAGE RED ENAMEL TRIM MUG,2045.75,1664,117,1.4168376068376067
23252,ENAMEL JUG PANTRY,15,4,1,3.75
23252,VINTAGE RED ENAMEL TRIM JUG,2141.61,571,133,4.049924812030075
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,15.95
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3785.06,254,69,17.16623188405797
23254,CHILDRENS CUTLERY DOLLY GIRL,6683.160000000001,1650,286,4.272430555555556
23254,KIDS CUTLERY DOLLY GIRL,149.4,36,8,4.15
23255,CHILDRENS CUTLERY CIRCUS PARADE,4059.8700000000003,1005,155,4.3507741935483875
23256,CHILDRENS CUTLERY SPACEBOY,8447.12,2060,355,4.474401114206128
23256,KIDS CUTLERY SPACEBOY,149.4,36,8,4.15
23263,SET OF 3 WOODEN HEART DECORATIONS,5117.19,3839,443,1.4488347457627118
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2689.56,1962,299,1.4973801916932907
23265,SET OF 3 WOODEN TREE DECORATIONS,2387.29,1755,292,1.484671052631579
23266,SET OF 3 WOODEN STOCKING DECORATION,2728.82,2041,318,1.4546130952380953
23267,SET OF 4 SANTA PLACE SETTINGS,1471.95,1154,107,1.4130909090909092
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2000.74,1435,88,1.6937499999999999
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1152.98,779,94,1.7109473684210526
23270,SET OF 2 CERAMIC PAINTED HEARTS,1646.32,1174,125,1.501171875
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,16,1,0.83
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1483.61,1715,103,1.055904761904762
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,44,1.9168181818181818
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1649.0499999999997,969,112,1.8786725663716815
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2004.9999999999998,1180,119,2.0156666666666667
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4431.72,3648,323,1.4751807228915663
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1495.24,1867,152,1.0685620915032679
23280,FOLDING MIRROR HOT PINK,118.92,156,5,0.8079999999999999
23281,FOLDING BUTTERFLY MIRROR RED,985.88,1262,99,0.9833333333333333
23281,FOLDING MIRROR RED,14.939999999999998,18,2,0.83
23282,FOLDING BUTTERFLY MIRROR IVORY,742.92,794,133,1.2622222222222221
23282,FOLDING MIRROR IVORY,14.939999999999998,18,2,0.83
23283,DOORMAT VINTAGE LEAF,4072.7,558,141,9.184113475177305
23283,DOORMAT VINTAGE LEAVES DESIGN,2881.18,430,91,7.847912087912088
23284,DOORMAT KEEP CALM AND COME IN,36580.84,5269,723,8.78312242090784
23285,PINK VINTAGE SPOT BEAKER,4572.41,4807,191,1.0670312499999999
23286,BLUE VINTAGE SPOT BEAKER,4740.820000000001,5040,221,1.0309049773755656
23287,RED VINTAGE SPOT BEAKER,1596.59,1871,197,1.0348743718592965
23288,GREEN VINTAGE SPOT BEAKER,4430.63,4609,183,1.0439673913043477
23289,DOLLY GIRL CHILDRENS BOWL,2003.7,1614,190,1.5382722513089004
23290,SPACEBOY CHILDRENS BOWL,2880.35,2422,213,1.4365727699530517
23291,DOLLY GIRL CHILDRENS CUP,2047.78,1625,193,1.5265463917525772
23292,SPACE BOY CHILDRENS CUP,145.76000000000002,131,6,1.4183333333333334
23292,SPACEBOY CHILDRENS CUP,2536.32,2033,213,1.538411214953271
23293,SET OF 12 FAIRY CAKE BAKING CASES,6974.5999999999995,8453,549,1.0664609800362976
23294,SET OF 6 SNACK LOAF BAKING CASES,3599.5099999999998,4382,352,1.0912359550561797
23295,SET OF 12 MINI LOAF BAKING CASES,5071.79,6132,443,1.112383073496659
23296,SET OF 6 TEA TIME BAKING CASES,5973.05,4969,376,1.5256842105263158
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6755.929999999999,4281,158,1.8425
23298,"BUNTING , SPOTTY",619.85,143,6,4.683333333333334
23298,SPOTTY BUNTING,42513.48,8320,1140,5.523960138648181
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,1,3.75
23299,FOOD COVER WITH BEADS SET 2,3731.63,1001,143,4.383496503496503
23300,GARDENERS KNEELING PAD CUP OF TEA,11567.59,6665,754,1.9103805774278215
23301,GARDENERS KNEELING PAD KEEP CALM,16174.949999999999,8703,908,1.9460109289617487
23302,KNEELING MAT HOUSEWORK  DESIGN,2140.17,1511,228,1.8896969696969697
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,1.95
23304,SET 4 PICNIC CUTLERY CHERRY,138.45,71,9,1.95
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,9,1.95
23306,SET OF 36 DOILIES PANTRY DESIGN,3982.1499999999996,2740,243,1.7367213114754099
23306,SET OF 36 PANTRY PAPER DOILIES,139.78,67,33,2.314705882352941
23307,SET OF 60 PANTRY DESIGN CAKE CASES,6358.14,12024,627,0.6843661971830987
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.61,6139,382,0.6942159383033419
23309,SET OF 60 I LOVE LONDON CAKE CASES,4469.45,8227,405,0.7433333333333334
23310,BUBBLEGUM RING ASSORTED,4997.28,12050,245,0.47804878048780486
23311,VINTAGE CHRISTMAS STOCKING,6457.5999999999995,2378,342,2.968086956521739
23312,VINTAGE CHRISTMAS GIFT SACK,5960,1422,213,4.453686635944701
23313,VINTAGE CHRISTMAS BUNTING,15734.31,2977,399,5.551576354679803
23314,VINTAGE CHRISTMAS TABLECLOTH,4962.96,403,116,13.617350427350427
23315,IVORY REFECTORY CLOCK,1996.44,201,85,10.807411764705883
23316,RED REFECTORY CLOCK,2501.64,250,110,11.109454545454545
23317,BLUE REFECTORY CLOCK,1777.46,173,82,11.226951219512195
23318,BOX OF 6 MINI VINTAGE CRACKERS,8853.17,3669,373,2.744722955145119
23319,BOX OF 6 MINI 50'S CRACKERS,9019.85,3624,401,2.653960880195599
23320,GIANT 50'S CHRISTMAS CRACKER,7018.89,2649,332,2.805430267062315
23321,SMALL WHITE HEART OF WICKER,8410.49,4699,627,1.7483177570093458
23322,LARGE WHITE HEART OF WICKER,8776.210000000001,3029,561,3.136164623467601
23323,WHITE WICKER STAR,3146.78,1469,294,2.251291390728477
23324,RUSTIC STRAWBERRY JAM POT LARGE,552.52,267,37,2.24
23324,RUSTIC STRAWBERRY JAMPOT LARGE,238.56,120,6,2.041666666666667
23325,RUSTIC STRAWBERRY JAM POT SMALL,681.54,426,32,1.8299999999999998
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,3,1.65
23326,HANGING MINI COLOURED BOTTLES,2237.08,3442,76,2.6380263157894737
23327,HANGING CLEAR MINI BOTTLE,1051.14,1734,41,0.7871428571428571
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13254.49,2837,404,4.848357843137255
23329,DECORATIVE WICKER HEART LARGE,3038.1899999999996,1767,233,1.76912
23330,DECORATIVE WICKER HEART MEDIUM,2286.97,1794,216,1.3630044843049327
23331,DECORATIVE WICKER HEART SMALL,1062.28,1596,109,0.781578947368421
